StockCode,Month,UnitsSold,AvgPrice,Revenue
21066,2011-12,1,1.25,1.25
21067,2010-12,3,1.25,3.75
21067,2011-01,41,1.25,51.25
21067,2011-02,20,1.25,25.0
21067,2011-03,21,1.25,26.25
21067,2011-04,59,1.25,73.75
21067,2011-05,2,1.25,2.5
21067,2011-06,13,1.25,16.25
21067,2011-07,37,1.1866666666666668,41.88
21067,2011-09,6,1.25,7.5
21067,2011-10,1,1.25,1.25
21068,2010-12,337,1.09,361.97
21068,2011-01,227,1.25,283.75
21068,2011-02,48,1.25,60.0
21068,2011-03,41,1.25,51.25
21068,2011-04,30,1.25,37.5
21068,2011-05,27,1.25,33.75
21068,2011-06,13,1.25,16.25
21068,2011-07,14,1.25,17.5
21068,2011-08,22,1.25,27.5
21068,2011-09,69,1.25,86.25
21068,2011-10,58,1.228888888888889,65.66
21068,2011-11,641,1.2104761904761905,586.33
21068,2011-12,8,1.25,10.0
21069,2010-12,97,1.25,121.25
21069,2011-01,119,1.228888888888889,139.63
21069,2011-02,143,1.231,165.07
21069,2011-03,34,1.25,42.5
21069,2011-04,60,1.25,75.0
21069,2011-05,3,1.25,3.75
21069,2011-06,710,1.2120000000000002,754.3100000000001
21069,2011-07,18,1.25,22.5
21069,2011-08,684,1.06,725.0400000000001
21070,2010-12,12,1.25,15.0
21070,2011-01,13,1.25,16.25
21070,2011-02,115,1.228888888888889,130.07
21070,2011-03,12,1.25,15.0
21070,2011-04,45,1.25,56.25
21070,2011-05,13,1.25,16.25
21070,2011-06,2,1.25,2.5
21070,2011-07,2,1.25,2.5
21070,2011-08,15,1.25,18.75
21070,2011-09,23,1.4516666666666669,29.96
21070,2011-10,228,1.3053333333333332,259.99
21070,2011-11,550,1.3923809523809523,489.89000000000004
21070,2011-12,3,2.46,7.38
21071,2010-12,223,1.1403846153846156,260.51
21071,2011-01,132,1.2364285714285714,153.6
21071,2011-02,84,1.25,105.0
21071,2011-03,84,1.25,105.0
21071,2011-04,27,1.25,33.75
21071,2011-05,37,1.25,46.25
21071,2011-06,23,1.25,28.75
21071,2011-07,7,1.25,8.75
21071,2011-08,29,1.25,36.25
21071,2011-09,108,1.231,128.16
21071,2011-10,95,1.3364285714285715,119.96000000000001
21078,2010-12,63,0.85,53.55
21078,2011-01,265,0.8252941176470587,184.92999999999998
21078,2011-02,92,0.85,78.19999999999999
21078,2011-03,559,0.8381818181818181,437.71000000000004
21078,2011-04,195,0.8431578947368421,153.27
21078,2011-05,346,0.8456666666666667,281.62
21078,2011-06,298,0.8438095238095238,240.82
21078,2011-07,203,0.85,172.54999999999998
21078,2011-08,333,0.8355555555555555,258.09
21078,2011-09,120,0.97,104.33999999999999
21078,2011-10,20,0.85,17.0
21080,2010-12,775,0.8356818181818181,598.27
21080,2011-01,923,0.8405970149253731,724.0699999999999
21080,2011-02,1260,0.8244,935.64
21080,2011-03,1809,0.8333720930232559,1400.3700000000001
21080,2011-04,964,0.8403703703703703,757.0
21080,2011-05,1140,0.84,906.6
21080,2011-06,1225,0.8391666666666667,966.37
21080,2011-07,568,0.8449019607843137,457.84
21080,2011-08,870,0.8420408163265306,702.06
21080,2011-09,962,0.8408474576271187,767.7
21080,2011-10,740,0.8426865671641791,588.04
21080,2011-11,851,0.8435616438356164,673.21
21080,2011-12,226,0.8418749999999999,179.62
21084,2011-01,27,0.65,17.55
21084,2011-02,15,0.65,9.75
21084,2011-03,40,0.65,26.000000000000004
21084,2011-04,424,0.19,80.56
21084,2011-05,645,0.19,122.55000000000001
21084,2011-06,395,0.19,75.05000000000001
21084,2011-07,146,0.19,27.740000000000002
21084,2011-08,69,0.19,13.110000000000001
21084,2011-09,220,0.254,44.36000000000001
21084,2011-10,69,0.2814285714285714,17.59
21084,2011-11,91,0.3063636363636364,18.57
21084,2011-12,58,0.19,11.020000000000001
21086,2010-12,251,0.65,163.15
21086,2011-01,520,0.6445454545454545,312.08000000000004
21086,2011-02,725,0.6407692307692308,419.41
21086,2011-03,904,0.6467567567567567,561.6800000000001
21086,2011-04,624,0.638,353.76000000000005
21086,2011-05,576,0.6457142857142858,348.48
21086,2011-06,717,0.6465714285714287,440.13
21086,2011-07,301,0.65,195.65
21086,2011-08,365,0.65,237.25000000000003
21086,2011-09,739,0.6390909090909092,428.51000000000005
21086,2011-10,314,0.7433333333333333,210.96
21086,2011-11,517,0.7207692307692308,315.03000000000003
21086,2011-12,36,0.65,23.400000000000002
21087,2011-02,16,0.65,10.4
21087,2011-03,67,0.65,43.550000000000004
21087,2011-04,43,0.19,8.17
21088,2011-01,24,0.65,15.600000000000001
21088,2011-02,24,0.65,15.600000000000001
21088,2011-03,45,0.65,29.250000000000004
21088,2011-04,453,0.19,86.07000000000001
21088,2011-05,431,0.19,81.89
21088,2011-06,32,0.19,6.08
21088,2011-07,196,0.19000000000000003,37.24
21088,2011-08,170,0.19,32.300000000000004
21088,2011-09,125,0.27,25.67
21088,2011-10,4,0.51,2.04
21088,2011-11,48,0.19,9.120000000000001
21088,2011-12,24,0.19,4.5600000000000005
21089,2010-12,2,0.65,1.3
21089,2011-02,2,0.65,1.3
21089,2011-04,6,0.19,1.1400000000000001
21089,2011-05,99,0.19,18.810000000000002
21089,2011-06,49,0.19,9.31
21089,2011-07,50,0.19,9.5
21089,2011-08,23,0.19,4.37
21090,2010-12,4,0.85,3.4
21090,2011-01,24,0.85,20.4
21090,2011-02,14,0.85,11.899999999999999
21090,2011-03,41,0.85,34.849999999999994
21090,2011-04,278,0.39,108.41999999999999
21090,2011-05,572,0.39,223.08
21090,2011-06,308,0.39,120.11999999999999
21090,2011-07,118,0.39,46.019999999999996
21090,2011-08,41,0.39,15.989999999999998
21090,2011-09,133,0.47,57.589999999999996
21090,2011-10,53,0.5,27.709999999999997
21090,2011-11,69,0.5157142857142857,32.19
21090,2011-12,17,0.38999999999999996,6.63
21094,2010-12,547,0.8266666666666667,404.46999999999997
21094,2011-01,641,0.8266666666666667,484.37
21094,2011-02,632,0.8338461538461538,456.55999999999995
21094,2011-03,1116,0.8206976744186046,827.64
21094,2011-04,245,0.8389473684210526,188.08999999999997
21094,2011-05,885,0.8137931034482758,631.29
21094,2011-06,707,0.82375,520.31
21094,2011-07,599,0.836,468.83
21094,2011-08,489,0.829,375.33
21094,2011-09,709,0.8242307692307692,521.93
21094,2011-10,455,0.8321428571428572,340.87
21094,2011-11,302,0.8478571428571428,256.44
21094,2011-12,24,0.85,20.4
21095,2011-01,2,0.85,1.7
21095,2011-02,16,0.85,13.6
21095,2011-03,36,0.85,30.599999999999998
21095,2011-04,3,0.85,2.55
21095,2011-05,27,0.85,22.95
21095,2011-06,11,0.85,9.35
21096,2011-01,24,0.85,20.4
21096,2011-03,44,0.85,37.4
21096,2011-04,416,0.39,162.23999999999998
21096,2011-05,329,0.39,128.31
21096,2011-06,30,0.38999999999999996,11.7
21096,2011-07,165,0.39,64.35
21096,2011-08,74,0.38999999999999996,28.86
21096,2011-09,41,0.45285714285714285,17.31
21096,2011-10,4,0.6833333333333332,2.44
21096,2011-11,16,0.39,6.24
21098,2010-12,310,1.2457777777777779,373.82
21098,2011-01,12,1.25,15.0
21098,2011-07,14,1.25,17.5
21098,2011-08,164,1.228888888888889,191.32
21098,2011-09,1641,1.3527777777777779,1779.8400000000001
21098,2011-10,581,1.3633333333333333,635.85
21098,2011-11,295,1.3211764705882354,448.61
21098,2011-12,159,1.3026086956521739,218.11
21100,2010-12,14,1.65,23.099999999999998
21100,2011-01,2,1.65,3.3
21100,2011-02,27,1.6499999999999997,44.55
21106,2010-12,24,2.95,70.80000000000001
21106,2011-02,14,2.95,41.300000000000004
21106,2011-03,8,2.95,23.6
21106,2011-04,3,2.95,8.850000000000001
21106,2011-05,8,2.9500000000000006,23.6
21106,2011-06,9,2.95,26.550000000000004
21106,2011-07,6,2.95,17.700000000000003
21106,2011-09,7,2.95,20.650000000000002
21106,2011-10,27,2.75,70.05
21106,2011-11,87,2.7785714285714285,227.85
21107,2010-12,177,2.8576923076923078,464.54999999999995
21107,2011-01,12,2.95,35.400000000000006
21107,2011-02,25,2.95,73.75000000000001
21107,2011-03,61,2.85,160.75
21107,2011-04,21,2.95,61.95000000000001
21107,2011-05,14,2.9500000000000006,41.300000000000004
21107,2011-06,15,2.9500000000000006,44.25000000000001
21107,2011-07,22,2.8166666666666664,60.1
21107,2011-09,30,2.87,83.7
21107,2011-10,70,2.8833333333333333,182.5
21107,2011-11,153,2.8166666666666664,398.54999999999995
21107,2011-12,240,2.55,612.0
21108,2010-12,126,2.55,321.3
21108,2011-01,3240,2.4681818181818183,6840.450000000001
21108,2011-02,39,2.55,99.44999999999999
21108,2011-03,96,2.55,244.8
21108,2011-04,3142,2.46,6610.8
21108,2011-05,11,2.55,28.049999999999997
21108,2011-06,18,2.55,45.9
21108,2011-07,38,2.55,96.9
21108,2011-08,45,2.55,114.75
21108,2011-09,75,2.55,191.25
21108,2011-10,707,0.8802564102564102,590.21
21108,2011-11,2341,0.8227500000000001,1920.13
21108,2011-12,204,1.0092857142857143,200.58
21109,2010-12,131,4.568181818181818,308.25
21109,2011-01,291,2.9099999999999997,581.8499999999999
21109,2011-02,48,1.95,93.6
21109,2011-03,10,6.75,67.5
21109,2011-04,2,6.75,13.5
21109,2011-05,29,5.55,80.55
21109,2011-06,2,6.75,13.5
21109,2011-08,2,6.75,13.5
21109,2011-09,4,6.75,27.0
21109,2011-10,14,6.35,84.9
21109,2011-11,62,6.483333333333333,375.3
21109,2011-12,242,1.95,471.9
21110,2010-12,215,4.83,529.65
21110,2011-01,340,2.7961538461538464,678.8
21110,2011-02,55,5.95,140.85
21110,2011-03,15,6.75,101.25
21110,2011-04,4,6.75,27.0
21110,2011-05,12,6.75,81.0
21110,2011-06,9,6.75,60.75
21110,2011-07,1,6.75,6.75
21110,2011-09,14,6.75,94.5
21110,2011-10,55,5.35,241.65
21110,2011-11,55,6.572222222222222,332.85
21111,2010-12,190,2.2700000000000005,315.70000000000005
21111,2011-01,202,1.7357142857142858,269.5
21111,2011-02,49,2.1,62.95
21111,2011-03,14,2.9500000000000006,41.300000000000004
21111,2011-04,1,2.95,2.95
21111,2011-05,6,2.95,17.700000000000003
21111,2011-06,6,2.95,17.700000000000003
21111,2011-07,2,2.95,5.9
21111,2011-10,54,2.75,140.1
21111,2011-11,64,2.8166666666666664,164.79999999999998
21111,2011-12,201,1.3807692307692307,252.95
21112,2010-12,387,1.9785714285714289,529.65
21112,2011-01,192,1.25,240.0
21112,2011-02,49,2.1,62.95
21112,2011-03,212,2.8166666666666664,545.4
21112,2011-05,2,2.95,5.9
21112,2011-06,4,2.95,11.8
21112,2011-07,4,2.95,11.8
21112,2011-09,12,2.95,35.400000000000006
21112,2011-10,319,3.478,930.3699999999999
21112,2011-11,64,3.356666666666667,178.55999999999997
21114,2010-12,111,1.25,138.75
21114,2011-01,123,1.25,153.75
21114,2011-02,165,1.25,206.25
21114,2011-03,140,1.25,175.0
21114,2011-04,110,1.25,137.5
21114,2011-05,129,1.25,161.25
21114,2011-06,112,1.25,140.0
21114,2011-07,25,1.25,31.25
21114,2011-08,115,1.25,143.75
21114,2011-09,110,1.25,137.5
21114,2011-10,100,1.228888888888889,121.2
21114,2011-11,102,1.9838461538461538,146.57999999999998
21114,2011-12,10,1.25,12.5
21115,2010-12,14,6.75,94.5
21115,2011-01,17,6.75,114.75
21115,2011-02,26,6.65,162.7
21115,2011-03,16,6.75,108.0
21115,2011-04,10,6.75,67.5
21115,2011-05,18,6.75,121.5
21115,2011-06,41,6.677272727272728,263.95
21115,2011-07,12,6.75,81.0
21115,2011-08,20,6.75,135.0
21115,2011-09,12,6.75,81.0
21115,2011-10,154,6.55,858.7
21115,2011-11,25,7.804285714285714,183.51
21115,2011-12,158,1.95,308.1
21116,2010-12,18,4.95,89.10000000000001
21116,2011-01,21,4.95,103.95
21116,2011-02,35,4.95,173.25
21116,2011-03,43,4.833333333333333,201.65
21116,2011-04,21,4.95,103.95000000000002
21116,2011-05,33,4.950000000000001,163.35000000000002
21116,2011-06,23,4.95,113.85000000000001
21116,2011-07,20,4.95,99.0
21116,2011-08,37,4.95,183.15
21116,2011-09,27,4.95,133.65
21116,2011-10,59,4.903333333333333,280.85
21116,2011-11,151,4.858695652173913,685.15
21116,2011-12,1,8.29,8.29
21117,2011-01,1,6.75,6.75
21117,2011-04,12,1.25,15.0
21117,2011-05,12,1.25,15.0
21117,2011-06,12,1.25,15.0
21117,2011-07,12,1.25,15.0
21117,2011-09,12,1.25,15.0
21117,2011-10,13,1.25,16.25
21117,2011-11,41,1.25,51.25
21121,2010-12,521,1.24,596.53
21121,2011-01,679,1.2436666666666667,794.03
21121,2011-02,436,1.25,545.0
21121,2011-03,436,1.25,545.0
21121,2011-04,214,1.25,267.5
21121,2011-05,350,1.25,437.5
21121,2011-06,1360,1.233235294117647,1535.8400000000001
21121,2011-07,304,1.25,380.0
21121,2011-08,403,1.25,503.75
21121,2011-09,549,1.25,686.25
21121,2011-10,727,1.2440625,854.03
21121,2011-11,414,1.25,517.5
21121,2011-12,109,1.25,136.25
21122,2010-12,489,1.238125,556.53
21122,2011-01,254,1.25,317.5
21122,2011-02,543,1.2426923076923078,624.03
21122,2011-03,375,1.25,468.75
21122,2011-04,337,1.25,421.25
21122,2011-05,291,1.25,363.75
21122,2011-06,812,1.2444117647058823,960.28
21122,2011-07,367,1.25,458.75
21122,2011-08,676,1.2417391304347825,790.28
21122,2011-09,288,1.25,360.0
21122,2011-10,417,1.2903333333333333,522.46
21122,2011-11,302,1.25,377.5
21122,2011-12,106,1.25,132.5
21123,2010-12,61,1.25,76.25
21123,2011-01,86,1.25,107.5
21123,2011-02,28,1.25,35.0
21123,2011-03,105,1.25,131.25
21123,2011-04,73,1.25,91.25
21123,2011-05,50,1.25,62.5
21123,2011-06,129,1.25,161.25
21123,2011-07,57,1.25,71.25
21123,2011-08,144,1.25,180.0
21123,2011-09,10,1.25,12.5
21123,2011-10,140,1.18,172.48
21123,2011-11,63,1.211818181818182,78.33
21123,2011-12,29,1.25,36.25
21124,2010-12,78,1.25,97.5
21124,2011-01,425,1.24,476.53000000000003
21124,2011-02,477,1.24,541.53
21124,2011-03,265,1.25,331.25
21124,2011-04,282,1.25,352.5
21124,2011-05,161,1.25,201.25
21124,2011-06,588,1.25,735.0
21124,2011-07,281,1.25,351.25
21124,2011-08,622,1.24,722.78
21124,2011-09,231,1.25,288.75
21124,2011-10,286,1.25,357.5
21124,2011-11,239,1.25,298.75
21124,2011-12,35,1.25,43.75
21125,2010-12,50,1.25,62.5
21125,2011-01,84,1.25,105.0
21125,2011-02,52,1.25,65.0
21125,2011-03,14,1.25,17.5
21125,2011-04,14,1.25,17.5
21125,2011-05,29,1.25,36.25
21125,2011-06,78,1.25,97.5
21125,2011-07,25,1.25,31.25
21125,2011-08,27,1.25,33.75
21125,2011-09,77,1.25,96.25
21125,2011-10,110,1.25,137.5
21125,2011-11,35,1.25,43.75
21125,2011-12,3,1.25,3.75
21126,2010-12,25,1.25,31.25
21126,2011-01,93,1.25,116.25
21126,2011-02,40,1.25,50.0
21126,2011-03,37,1.25,46.25
21126,2011-04,38,1.1866666666666668,42.94
21126,2011-05,55,1.25,68.75
21126,2011-06,54,1.25,67.5
21126,2011-07,26,1.25,32.5
21126,2011-08,35,1.25,43.75
21126,2011-09,20,1.25,25.0
21126,2011-10,25,1.25,31.25
21126,2011-11,28,1.25,35.0
21126,2011-12,12,1.25,15.0
21128,2010-12,2,6.95,13.9
21128,2011-01,2,6.95,13.9
21128,2011-03,4,6.95,27.8
21128,2011-04,10,6.95,69.5
21128,2011-05,13,6.616666666666667,82.35
21128,2011-07,1,6.95,6.95
21128,2011-08,4,6.95,27.8
21128,2011-09,1,6.95,6.95
21128,2011-10,2,9.705,19.41
21128,2011-12,8,1.95,15.6
21129,2011-01,1,6.95,6.95
21129,2011-03,4,6.95,27.8
21129,2011-04,10,6.95,69.5
21129,2011-05,3,6.95,20.85
21129,2011-06,7,6.95,48.65
21129,2011-07,1,6.95,6.95
21129,2011-08,2,6.95,13.9
21129,2011-09,1,12.46,12.46
21129,2011-10,3,10.623333333333333,31.87
21129,2011-11,13,8.954,93.37
21131,2010-12,30,3.75,112.5
21131,2011-04,3,4.25,12.75
21131,2011-05,11,4.25,46.75
21131,2011-06,5,4.25,21.25
21131,2011-08,4,4.25,17.0
21131,2011-09,1,4.25,4.25
21131,2011-10,9,4.25,38.25
21131,2011-12,30,1.25,37.5
21132,2010-12,4,4.25,17.0
21132,2011-01,4,4.25,17.0
21132,2011-03,6,4.25,25.5
21132,2011-04,4,4.25,17.0
21132,2011-05,4,4.25,17.0
21132,2011-06,1,4.25,4.25
21132,2011-07,1,4.25,4.25
21132,2011-10,7,4.25,29.75
21132,2011-11,2,4.25,8.5
21132,2011-12,2,1.25,2.5
21135,2010-12,114,1.69,192.66
21135,2011-01,72,1.69,121.67999999999999
21135,2011-02,105,1.69,177.45
21135,2011-03,151,1.69,255.19
21135,2011-04,175,1.69,295.75
21135,2011-05,76,1.69,128.44
21135,2011-06,169,1.69,285.61
21135,2011-07,82,1.69,138.58
21135,2011-08,205,1.69,346.45
21135,2011-09,80,1.69,135.2
21135,2011-10,123,1.69,207.87
21135,2011-11,1314,1.5204166666666667,619.38
21135,2011-12,42,1.6900000000000002,70.98
21136,2010-12,230,1.6900000000000002,388.7
21136,2011-01,160,1.69,270.4
21136,2011-02,307,1.6900000000000002,518.83
21136,2011-03,396,1.6780000000000002,627.0
21136,2011-04,437,1.69,738.53
21136,2011-05,475,1.69,802.75
21136,2011-06,265,1.6900000000000002,447.84999999999997
21136,2011-07,289,1.6900000000000002,488.40999999999997
21136,2011-08,191,1.69,322.79
21136,2011-09,520,1.7248780487804878,890.24
21136,2011-10,570,1.684,921.06
21136,2011-11,563,1.69,951.47
21136,2011-12,73,1.69,123.37
21137,2010-12,1838,3.577826086956522,6248.82
21137,2011-01,228,3.678,794.52
21137,2011-02,692,3.6115384615384616,2361.7200000000003
21137,2011-03,270,3.6229411764705883,943.38
21137,2011-04,245,3.665294117647059,858.27
21137,2011-05,502,3.6100000000000003,1718.34
21137,2011-06,1672,3.5762068965517244,5699.76
21137,2011-07,631,3.583846153846154,2167.53
21137,2011-08,363,3.5820000000000003,1240.29
21137,2011-09,707,3.576666666666667,2417.9700000000003
21137,2011-10,620,3.640909090909091,2152.2
21137,2011-11,2174,3.825,7473.4800000000005
21137,2011-12,1464,3.755,4988.2699999999995
21143,2010-12,247,1.9499999999999997,481.65
21143,2011-02,12,1.95,23.4
21143,2011-03,12,1.95,23.4
21143,2011-04,3,1.95,5.85
21143,2011-06,12,1.95,23.4
21143,2011-08,10,1.95,19.5
21145,2010-12,24,1.25,30.0
21145,2011-03,36,1.25,45.0
21145,2011-05,16,1.25,20.0
21145,2011-07,36,1.25,45.0
21145,2011-11,10,1.25,12.5
21147,2010-12,3,2.1,6.300000000000001
21147,2011-07,2,2.1,4.2
21147,2011-09,14,2.34,32.28
21147,2011-10,39,2.3057142857142856,85.14000000000001
21147,2011-11,30,2.2800000000000002,70.56
21147,2011-12,1,2.46,2.46
21154,2010-12,297,1.2417391304347825,333.25
21154,2011-01,136,1.25,170.0
21154,2011-02,333,1.2364285714285714,378.25
21154,2011-03,343,1.2405,390.75
21154,2011-04,267,1.231,295.75
21154,2011-05,228,1.25,285.0
21154,2011-06,269,1.2341666666666666,298.25
21154,2011-07,289,1.2373333333333332,323.25
21154,2011-08,132,1.25,165.0
21154,2011-09,174,1.343076923076923,219.92000000000002
21154,2011-10,336,1.452173913043478,390.46999999999997
21154,2011-11,301,1.3449019607843138,391.98
21154,2011-12,82,1.343076923076923,109.76
21155,2010-12,157,2.1,329.70000000000005
21155,2011-01,125,2.1,262.5
21155,2011-02,124,2.509090909090909,308.09999999999997
21155,2011-03,412,2.5374999999999996,938.1
21155,2011-04,245,2.5349999999999997,579.75
21155,2011-05,314,2.540625,778.1999999999999
21155,2011-06,328,2.537142857142857,768.9
21155,2011-07,122,2.55,311.09999999999997
21155,2011-08,144,2.55,367.2
21155,2011-09,143,2.6426923076923075,367.05999999999995
21155,2011-10,137,2.639259259259259,351.76
21155,2011-11,184,2.665,451.52
21155,2011-12,25,2.894285714285714,66.16
21156,2010-12,276,1.926,498.6
21156,2011-01,362,1.9000000000000001,639.9
21156,2011-02,269,1.9293103448275861,502.95
21156,2011-03,266,1.8978260869565218,470.1
21156,2011-04,80,1.9499999999999997,156.0
21156,2011-05,164,1.95,319.8
21156,2011-06,134,1.93,243.29999999999998
21156,2011-07,86,1.9500000000000002,167.7
21156,2011-08,132,1.9249999999999998,239.4
21156,2011-09,290,2.089259259259259,552.4
21156,2011-10,327,2.2396296296296296,575.13
21156,2011-11,533,2.0651020408163263,1002.23
21156,2011-12,120,2.158888888888889,220.36
21157,2010-12,14,2.1,29.400000000000002
21157,2011-02,19,2.1,39.900000000000006
21157,2011-04,2,2.1,4.2
21157,2011-05,2,2.1,4.2
21157,2011-06,9,2.1,18.900000000000002
21157,2011-10,3,2.1,6.300000000000001
21158,2010-12,17,1.45,24.65
21158,2011-01,2,1.45,2.9
21158,2011-02,27,1.45,39.15
21158,2011-03,10,1.45,14.5
21158,2011-04,12,1.45,17.4
21158,2011-05,31,1.45,44.949999999999996
21158,2011-06,24,1.45,34.8
21158,2011-07,214,0.39,83.46
21158,2011-08,290,0.39,113.1
21158,2011-09,215,0.39,83.85
21158,2011-10,355,0.39,138.45
21158,2011-11,197,0.39,76.83
21158,2011-12,33,0.39,12.87
21159,2010-12,16,1.45,23.2
21159,2011-01,6,1.45,8.7
21159,2011-02,16,1.45,23.2
21159,2011-03,7,1.45,10.149999999999999
21159,2011-04,7,1.45,10.149999999999999
21159,2011-05,17,1.45,24.65
21159,2011-06,23,1.45,33.35
21159,2011-07,182,0.5077777777777778,83.69999999999999
21159,2011-08,232,0.39,90.47999999999999
21159,2011-09,136,0.39,53.04
21159,2011-10,280,0.39,109.2
21159,2011-11,156,0.39,60.839999999999996
21159,2011-12,31,0.39,12.09
21161,2010-12,24,1.45,34.8
21161,2011-01,12,1.45,17.4
21161,2011-02,31,1.45,44.949999999999996
21161,2011-03,6,1.45,8.7
21161,2011-04,4,1.45,5.8
21161,2011-05,48,1.45,69.6
21161,2011-06,6,1.45,8.7
21162,2010-12,3,1.45,4.35
21162,2011-01,9,1.45,13.05
21162,2011-02,22,1.45,31.9
21162,2011-03,16,1.45,23.2
21162,2011-04,3,1.45,4.35
21162,2011-05,62,1.45,89.89999999999999
21162,2011-06,21,1.45,30.45
21162,2011-07,182,0.39,70.97999999999999
21162,2011-08,308,0.38999999999999996,120.11999999999999
21162,2011-09,162,0.39,63.18
21162,2011-10,369,0.39,143.91
21162,2011-11,199,0.39,77.61
21162,2011-12,60,0.39,23.4
21163,2010-12,18,1.45,26.099999999999998
21163,2011-01,4,1.45,5.8
21163,2011-02,26,1.45,37.699999999999996
21163,2011-03,19,1.45,27.549999999999997
21163,2011-04,16,1.45,23.2
21163,2011-05,30,1.45,43.5
21163,2011-06,12,1.45,17.4
21163,2011-07,286,0.44299999999999995,124.25999999999999
21163,2011-08,291,0.39,113.49
21163,2011-09,224,0.39,87.36
21163,2011-10,250,0.39000000000000007,97.5
21164,2010-12,104,2.95,306.80000000000007
21164,2011-01,86,2.965294117647059,256.82000000000005
21164,2011-02,169,2.934615384615385,469.75000000000006
21164,2011-03,177,2.95,522.1500000000001
21164,2011-04,80,2.913636363636364,231.20000000000002
21164,2011-05,303,2.918,807.45
21164,2011-06,293,2.886842105263158,777.95
21164,2011-07,78,2.9500000000000006,230.10000000000002
21164,2011-08,142,2.95,418.90000000000003
21164,2011-09,64,2.927777777777778,186.4
21164,2011-10,72,2.95,212.40000000000003
21164,2011-11,82,2.95,241.90000000000003
21164,2011-12,64,2.95,188.80000000000004
21165,2010-12,248,1.682258064516129,407.6
21165,2011-01,249,1.6463636363636363,383.37
21165,2011-02,273,1.6612,435.45
21165,2011-03,336,1.6785714285714286,544.8
21165,2011-04,146,1.6785714285714286,243.86
21165,2011-05,294,1.683846153846154,485.34000000000003
21165,2011-06,248,1.6612,384.56
21165,2011-07,478,1.6722222222222223,750.22
21165,2011-08,404,1.6754545454545455,659.72
21165,2011-09,652,1.6623076923076923,998.1999999999999
21165,2011-10,183,1.6827272727272728,297.75
21165,2011-11,397,1.6694285714285715,624.85
21165,2011-12,119,1.66,189.59
21166,2010-12,582,1.9315686274509802,1036.98
21166,2011-01,378,1.9440909090909089,715.26
21166,2011-02,437,2.037608695652174,848.77
21166,2011-03,815,2.0662686567164177,1606.88
21166,2011-04,743,2.0490909090909093,1430.72
21166,2011-05,1039,2.0560563380281693,1982.5600000000002
21166,2011-06,581,2.06,1126.88
21166,2011-07,469,2.0585714285714287,979.8400000000001
21166,2011-09,2064,2.0530769230769232,4165.92
21166,2011-10,894,2.0547222222222223,1757.04
21166,2011-11,1327,2.0829787234042554,2833.12
21166,2011-12,880,2.0630555555555556,1831.3600000000001
21167,2010-12,50,0.21,10.5
21167,2011-01,50,0.21,10.5
21167,2011-02,25,0.21,5.25
21167,2011-03,100,0.21,21.0
21167,2011-04,25,0.21,5.25
21167,2011-06,72,0.21,15.12
21167,2011-07,147,0.21,30.869999999999997
21167,2011-08,75,0.21,15.75
21167,2011-09,125,0.21,26.25
21167,2011-10,175,0.21,36.75
21167,2011-11,197,0.21,41.37
21167,2011-12,219,0.21,45.989999999999995
21169,2010-12,156,1.69,263.64
21169,2011-01,146,1.661764705882353,223.7
21169,2011-02,154,1.6773684210526314,248.74
21169,2011-03,383,1.675,601.19
21169,2011-04,471,1.6609090909090907,735.51
21169,2011-05,432,1.674,684.0
21169,2011-06,434,1.6557142857142855,652.8199999999999
21169,2011-07,242,1.6900000000000002,408.98
21169,2011-08,78,1.5699999999999998,114.53999999999999
21169,2011-09,751,1.661764705882353,1153.99
21169,2011-10,290,1.6835135135135135,478.58000000000004
21169,2011-11,499,1.6742622950819672,805.87
21169,2011-12,245,1.663333333333333,391.01
21171,2010-12,27,1.45,39.15
21171,2011-01,17,1.4,22.25
21171,2011-02,40,1.4214285714285713,55.6
21171,2011-03,20,1.45,29.0
21171,2011-04,57,1.4277777777777778,77.85
21171,2011-05,18,1.45,26.099999999999998
21171,2011-06,227,1.425,290.75
21171,2011-07,15,1.45,21.75
21171,2011-08,3,1.45,4.35
21172,2010-12,77,1.45,111.64999999999999
21172,2011-03,332,1.438235294117647,452.2
21172,2011-04,414,1.4391891891891893,576.3
21172,2011-05,476,1.441111111111111,651.8
21172,2011-06,343,1.4453488372093022,478.15
21172,2011-07,166,1.45,240.7
21172,2011-08,535,1.4402439024390243,737.3499999999999
21172,2011-09,215,1.594864864864865,317.10999999999996
21172,2011-10,253,1.5205263157894737,372.21
21172,2011-11,436,1.5899999999999999,643.1999999999999
21172,2011-12,88,1.45,127.6
21174,2010-12,111,1.93,202.04999999999998
21174,2011-01,120,1.974705882352941,246.6
21174,2011-02,216,2.049642857142857,433.66
21174,2011-03,217,2.08,451.36
21174,2011-04,186,2.0690476190476192,384.12
21174,2011-05,293,2.08,609.44
21174,2011-06,287,2.073783783783784,585.9200000000001
21174,2011-07,319,2.090333333333333,708.1600000000001
21174,2011-08,240,2.08,499.20000000000005
21174,2011-09,667,2.093777777777778,1476.64
21174,2011-10,439,2.0645454545454545,906.4300000000001
21174,2011-11,532,2.116,1202.56
21174,2011-12,299,2.0940909090909092,666.5600000000001
21175,2010-12,319,2.1,669.9000000000001
21175,2011-01,2398,2.090217391304348,4522.6
21175,2011-02,295,2.5086363636363633,717.99
21175,2011-03,532,2.515185185185185,1266.36
21175,2011-04,2506,2.513265306122449,4602.62
